0	BR65472
1	BR61219	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/721_1527735419454.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR55180	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/0B5Kv8rcvMA-5aVRsZHZhanNMU2c/view'': 'https://drive.google.com/file/d/0B5Kv8rcvMA-5aVRsZHZhanNMU2c/view'
1	BR61369	time-out for 'https://www.merckgroup.com/content/dam/web/corporate/non-images/country-specifics/brazil/company/responsibility/publications/Merck_RS2018_Navegavel_Portugu%C3%AAs_27062018.pdf' Timeout on reading data from socket
1	BR67040	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/19R1EUJ4PBPErtPI5SMCAtf3R8EgzxWNC/view?ths=true'': 'https://drive.google.com/file/d/19R1EUJ4PBPErtPI5SMCAtf3R8EgzxWNC/view?ths=true'
1	BR50315	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/396281/original/Allianz-ENG-Final-21062017.pdf?1498236526='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/396281/original/Allianz-ENG-Final-21062017.pdf?1498236526'
1	BR67210	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/12MOElUgIZlaXEGqNfrnVcpIVhcqtldbI/view?usp=sharing'': 'https://drive.google.com/file/d/12MOElUgIZlaXEGqNfrnVcpIVhcqtldbI/view?usp=sharing'
1	BR50315	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/396281/original/Allianz-ENG-Final-21062017.pdf?1498236526='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/396281/original/Allianz-ENG-Final-21062017.pdf?1498236526'
1	BR61147	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/464917/original/Informe_de_Progreso_Llorente_y_Cuenca.pdf?1530104250='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/464917/original/Informe_de_Progreso_Llorente_y_Cuenca.pdf?1530104250'
1	BR62225	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/682_1520421090141.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR67329	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1opqMzgd-DUSmtIee0IxQIBVeLHWC4BnO/view?usp=sharing'
1	BR52334	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/375731/original/Memoria_de_Sostenibilidad_2016_EPMAPS_-_AGUA_DE_QUITO.pdf?1492124693='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/375731/original/Memoria_de_Sostenibilidad_2016_EPMAPS_-_AGUA_DE_QUITO.pdf?1492124693'
1	BR51023	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/706_1504092195.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52576	<class 'aiohttp.client_exceptions.ClientResponseError'> - '401, message='Unauthorized', url='https://drive.google.com/file/d/0B7eB_13EKH3_VUxaejA4ZGJMQU0/view'': 'https://drive.google.com/file/d/0B7eB_13EKH3_VUxaejA4ZGJMQU0/view'
1	BR52472	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/383251/original/faurecia_ddr_2016_veng.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/383251/original/faurecia_ddr_2016_veng.pdf'
1	BR67885	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://drive.google.com/file/d/1YVQqF0IAsW9SHbr6nO6eVlxnZfarX9TF/view'': 'https://drive.google.com/file/d/1YVQqF0IAsW9SHbr6nO6eVlxnZfarX9TF/view'
1	BR62239	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/732_1534389843804.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR67235	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1Wxuk60_wzlfIlGYO5y7yM-OeKGWChp6c/view?usp=sharing'
1	BR52695	<class 'aiohttp.client_exceptions.ClientResponseError'> - '401, message='Unauthorized', url='https://drive.google.com/file/d/0B_Z4yldx3n-aVnRPR2lxdUg3bU0/view'': 'https://drive.google.com/file/d/0B_Z4yldx3n-aVnRPR2lxdUg3bU0/view'
1	BR55209	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/681_1504866972551.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR61703	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/467429/original/Pacto_Global_2017_-_Novartis_Colombia.pdf?1537634763='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/467429/original/Pacto_Global_2017_-_Novartis_Colombia.pdf?1537634763'
1	BR53215	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/participation/report/cop/active/302811'': 'https://www.unglobalcompact.org/participation/report/cop/create-and-submit/active/302811'
1	BR51786	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/420211/original/SEXTA_MEMORIA_DE_SOSTENIBILIDAD_2016_COOPROGRESO.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/420211/original/SEXTA_MEMORIA_DE_SOSTENIBILIDAD_2016_COOPROGRESO.pdf'
1	BR62240	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/461_1534389588859.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62241	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/821_1534476241962.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62264	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/771_1528197464120.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62254	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/881_1528110425739.pdf%20Jun%2018.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52391	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/455101/original/Informe_Pacto_Global_2017.pdf?1516628965='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/455101/original/Informe_Pacto_Global_2017.pdf?1516628965'
1	BR68013	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1G9yx5K3SRrfChBIvM-XzjLNhPd5fRkhq/view?usp=sharing'
1	BR52558	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/396441/original/COP_FirstCarbon_Solutions_2016.pdf?1498342248='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/396441/original/COP_FirstCarbon_Solutions_2016.pdf?1498342248'
1	BR62324	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/581_1536057602753.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR62325	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/581_1536057602753.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR66480	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/495_1565868220688.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50062	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/451251/original/AI_Global_Compact_Report.pdf?1515157155='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/451251/original/AI_Global_Compact_Report.pdf?1515157155'
1	BR54597	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201704200517593879_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201704200517593879_01.pdf'
1	BR54456	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703270442724682_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703270442724682_01.pdf'
1	BR61049	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/729_1528197266000.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR61048	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/516_1523446444992.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR55552	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/367171/original/COP_Sabor_Amigo_2017_GLobal_COmpact.pdf?1489425601='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/367171/original/COP_Sabor_Amigo_2017_GLobal_COmpact.pdf?1489425601'
1	BR61052	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/677_1528112653789.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR50062	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/451251/original/AI_Global_Compact_Report.pdf?1515157155='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/451251/original/AI_Global_Compact_Report.pdf?1515157155'
1	BR61053	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/678_1528112554798.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52756	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/390551/original/Communication_on_Progress_GC_Rieber_June_2017.pdf?1496738232='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/390551/original/Communication_on_Progress_GC_Rieber_June_2017.pdf?1496738232'
1	BR53165	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/403_1496052349460.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR57355	time-out for 'https://multimedia.3m.com/mws/media/1542803O/2018-sustainability-report.pdf' Timeout on reading data from socket
1	BR61072	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1020_1528194051996.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR55995	time-out for 'http://www.stm.info/en/about/financial_and_corporate_information/sustainable-development/annual-sustainable-development' Connection timeout to host http://www.stm.info/en/about/financial_and_corporate_information/sustainable-development/annual-sustainable-development
1	BR62372	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/431_1520243887563.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR61055	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/497_1531476988896.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR67157	time-out for 'https://www.merckgroup.com/en/cr-report/2018/facts-figures/gri-content-index/general-disclosures.html' Timeout on reading data from socket
1	BR51193	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/396321/original/Informe_de_Sostenibilidad_2016_-_VF.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/396321/original/Informe_de_Sostenibilidad_2016_-_VF.pdf'
1	BR69772	Wrong content-type 'text/html' for 'https://drive.google.com/file/d/1njPK4Nqdj70Mo74c_lrmUgYjqEhoPc3e/view'
1	BR53506	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/465674/original/INFORME_GRI_2016_VS_10.pdf?1532001470='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/465674/original/INFORME_GRI_2016_VS_10.pdf?1532001470'
1	BR61772	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/465312/original/Informe_Sostenibilidad_ODL_BIC_2017.pdf?1530933776='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/465312/original/Informe_Sostenibilidad_ODL_BIC_2017.pdf?1530933776'
1	BR52774	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/401311/original/GENELEC_INFORME_DE_SOSTENIBILIDAD_2016.pdf?1499716992='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/401311/original/GENELEC_INFORME_DE_SOSTENIBILIDAD_2016.pdf?1499716992'
1	BR62375	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/684_1528265074236.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR58718	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='http://www.cninfo.com.cn/finalpage/2018-03-15/1204476973.PDF'': 'http://www.cninfo.com.cn/finalpage/2018-03-15/1204476973.PDF'
1	BR53514	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/422721/original/Informe_de_Gesti%C3%B3n_2016.pdf?1506943847='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/422721/original/Informe_de_Gesti%C3%B3n_2016.pdf?1506943847'
1	BR50252	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/501_1496661590548.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52778	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/358141/original/Informe_de_Sostenibilidad_2016_Definitivo.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/358141/original/Informe_de_Sostenibilidad_2016_Definitivo.pdf'
1	BR62391	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1182_1524713410545.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR66610	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/841_1558952765283.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR52778	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/358141/original/Informe_de_Sostenibilidad_2016_Definitivo.pdf?1485979999='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/358141/original/Informe_de_Sostenibilidad_2016_Definitivo.pdf?1485979999'
1	BR61816	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/469339/original/ReporteSocial20162018.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2018/469339/original/ReporteSocial20162018.pdf'
1	BR53693	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/385541/original/MEMORIA_JAVIERRE_2016.pdf?1495128477='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/385541/original/MEMORIA_JAVIERRE_2016.pdf?1495128477'
1	BR55546	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/392471/original/Saarioinen_COP_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2017/392471/original/Saarioinen_COP_2016.pdf'
1	BR53825	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2016/275461/original/Global_Compact_Report_KMV_2016.pdf'': 'https://www.unglobalcompact.org/system/attachments/cop_2016/275461/original/Global_Compact_Report_KMV_2016.pdf'
1	BR52728	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/432431/original/Pacto_global_GALAXIA_2016.pdf?1509114817='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/432431/original/Pacto_global_GALAXIA_2016.pdf?1509114817'
1	BR51193	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2017/396321/original/Informe_de_Sostenibilidad_2016_-_VF.pdf?1498246855='': 'https://www.unglobalcompact.org/system/attachments/cop_2017/396321/original/Informe_de_Sostenibilidad_2016_-_VF.pdf?1498246855'
1	BR61160	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1073_1535706435870.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR51707	file exception for 'https://cdn.cse.lk/cmt/upload_report_file/1063_1497003613.pdf' int() argument must be a string, a bytes-like object or a real number, not 'NoneType'
1	BR56833	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201703240434625513_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201703240434625513_01.pdf'
1	BR56574	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201702270367923297_01.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201702270367923297_01.pdf'
1	BR57943	<class 'aiohttp.client_exceptions.ClientResponseError'> - '567, message='Unknown Status', url='http://pdf.dfcfw.com/pdf/H2_AN201803141103772453_1.pdf'': 'http://pdf.dfcfw.com/pdf/H2_AN201803141103772453_1.pdf'
1	BR61623	<class 'aiohttp.client_exceptions.ClientResponseError'> - '404, message='Not Found', url='https://unglobalcompact.org/system/attachments/cop_2018/462859/original/Newmont-Beyond-The-Mine-Sustainability-Report-2017.pdf?1524494306='': 'https://www.unglobalcompact.org/system/attachments/cop_2018/462859/original/Newmont-Beyond-The-Mine-Sustainability-Report-2017.pdf?1524494306'
